id,host,dir
ioc-lm2k2-inj-ek9000-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/ek9000/
ioc-lm2k2-inj-ell-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/thorlabs-ell/
ioc-lm2k2-inj-ell-02,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/thorlabs-ell/
ioc-lm2k2-inj-gige-ff-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/gigECam/
ioc-lm2k2-inj-gige-nf-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/gigECam/
ioc-lm2k2-inj-spec-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/qmini/
ioc-lm2k2-inj-wfs-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/inj/Thorlabs-WFS/
ioc-lm2k2-inj-zoom-01,ctl-las-srv01,/cds/home/t/tjohnson/trunk/zoomTelescope
ioc-lm2k2-mcs2-01,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/smaract
ioc-lm2k2-mcs2-02,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/Smaract/
ioc-lm2k2-mcs2-03,ctl-las-crix-srv01,/reg/g/pcds/epics-dev/mods/lm2k2/smaract
ioc-lm2k2-qadc134-01,ctl-las-crix-srv05,ioc/las/qadc/R1.1.0
ioc-opcpa-lps-plc-01,ctl-las-lhn-04,ioc/las/lcls-plc-las-lps-01/v1.0.0
ioc-plc-ftl-leak-det,ctl-las-ftl-srv01,ioc/las/ftl-leak-det/v1.0.0
ioc-tst-gmd-01,ctl-las-ip1-srv06,/cds/home/t/tjohnson/trunk/fakeGmd
ioc-tst-gsd-01,ctl-las-lhn-01,/reg/g/pcds/epics-dev/ljansen7/ioc/las/SDG_Elite
ioc-tst-sma100b-01,ctl-las-ftl-srv01,/cds/home/t/tjohnson/trunk/common/rsSMX100X
py-fsmanager,ctl-las-lhn-01,/reg/g/pcds/epics-dev/sfsyunus/las/fstiming-py
py-fstiming-CXI,ioc-las-cxi-srv05,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-FS11,ctl-las-lhn-01,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-FS14,ctl-las-lhn-04,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-MEC,ioc-las-mec-srv06,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-MFX,ioc-las-mfx-srv45,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-XCS,ioc-las-xcs-srv04,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-cast-hxr,ctl-las-lln-01,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-cast-sxr,ctl-las-lln-01,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-pcav-CXI,ioc-las-cxi-srv05,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-pcav-FS11,ctl-las-lhn-01,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-pcav-FS14,ctl-las-lhn-04,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-pcav-MFX,ioc-las-mfx-srv45,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-pcav-XCS,ioc-las-xcs-srv04,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-CXI,ioc-las-cxi-srv05,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-FS11,ctl-las-lhn-01,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-FS14,ctl-las-lhn-04,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-MEC,ioc-las-mec-srv06,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-MFX,ioc-las-mfx-srv45,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-RIX,ctl-las-lhn-01,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
py-fstiming-tt-XCS,ioc-las-xcs-srv04,/reg/g/pcds/epics-dev/cpino/las/fstiming-py-new
sioc-asc01-ls01,ctl-las-ftl-sp01,/cds/home/t/tjohnson/trunk/workarea/locker_cp/R1.5.0-1.0_rfthresh
sioc-las-lhn-ls01,ctl-las-lhn-sp01,/cds/home/t/tjohnson/trunk/workarea/locker_cp/R1.5.0-1.0_rfthresh
